order_id,customer_id,order_date,order_status,payment_method,discount_applied,tax_amount,shipping_cost,shipment_date,delivery_date,specific_shipping_address,city,state,country,order_source
06604368_li.t4050202310_db7de,06604368_li.t4050202310,"2023-01-01 00:00:00",Shipped,"Bank Transfer",44.20,13.96,25.13,"2023-01-02 00:00:00","2023-01-04 00:00:00","31 Main St",NULL,Singapore,Singapore,"Mobile App"
06604368_li.t4050202310_dedee,06604368_li.t4050202310,"2023-08-26 00:00:00",Returned,PayPal,10.22,10.41,8.00,"2023-08-27 00:00:00","2023-08-31 00:00:00","31 Main St",NULL,Singapore,Singapore,Website
06604368_li.t4050202310_e27e1,06604368_li.t4050202310,"2024-01-02 00:00:00",Delivered,"Bank Transfer",38.06,10.44,8.37,"2024-01-03 00:00:00","2024-01-16 00:00:00","92 Main St",NULL,Singapore,Singapore,"Social Media"
06604368_li.t4050202310_ed248,06604368_li.t4050202310,"2023-07-02 00:00:00",Delivered,"Bank Transfer",27.82,10.99,43.93,"2023-07-07 00:00:00","2023-07-11 00:00:00","27 Main St",NULL,Singapore,Singapore,Website
06604368_li.t4050202310_f8ed8,06604368_li.t4050202310,"2023-07-03 00:00:00",Shipped,"Bank Transfer",8.46,10.14,36.31,"2023-07-10 00:00:00","2023-07-09 00:00:00","61 Main St",NULL,Singapore,Singapore,"Mobile App"
0695ef1e_ren.6165202308_07567,0695ef1e_ren.6165202308,"2023-04-20 00:00:00",Shipped,"Credit Card",46.51,16.62,15.25,"2023-04-23 00:00:00","2023-04-29 00:00:00","43 Main St",NULL,Tokyo,Japan,"Mobile App"
0695ef1e_ren.6165202308_18158,0695ef1e_ren.6165202308,"2023-07-08 00:00:00",Cancelled,"Cash on Delivery",6.47,9.46,28.05,"2023-07-15 00:00:00","2023-07-16 00:00:00","92 Main St",NULL,Tokyo,Japan,"Social Media"
0695ef1e_ren.6165202308_2758f,0695ef1e_ren.6165202308,"2023-01-03 00:00:00",Pending,"Bank Transfer",45.47,15.57,47.95,"2023-01-08 00:00:00","2023-01-13 00:00:00","31 Main St",NULL,Tokyo,Japan,"Social Media"
0695ef1e_ren.6165202308_3e543,0695ef1e_ren.6165202308,"2023-02-28 00:00:00",Pending,"Bank Transfer",43.12,14.21,14.27,"2023-03-05 00:00:00","2023-03-14 00:00:00","81 Main St",NULL,Tokyo,Japan,"Mobile App"
0695ef1e_ren.6165202308_4ef93,0695ef1e_ren.6165202308,"2023-06-28 00:00:00",Returned,"Credit Card",32.95,18.60,38.65,"2023-07-02 00:00:00","2023-07-11 00:00:00","13 Main St",NULL,Tokyo,Japan,"Social Media"
0695ef1e_ren.6165202308_58f52,0695ef1e_ren.6165202308,"2023-03-15 00:00:00",Returned,"Credit Card",3.39,16.78,5.36,"2023-03-16 00:00:00","2023-03-18 00:00:00","89 Main St",NULL,Tokyo,Japan,"Social Media"
0695ef1e_ren.6165202308_6fad1,0695ef1e_ren.6165202308,"2024-02-24 00:00:00",Pending,"Cash on Delivery",7.60,12.85,27.46,"2024-02-29 00:00:00","2024-03-04 00:00:00","69 Main St",NULL,Tokyo,Japan,"Social Media"
0695ef1e_ren.6165202308_7364d,0695ef1e_ren.6165202308,"2023-11-22 00:00:00",Delivered,"Credit Card",5.08,16.41,33.30,"2023-11-24 00:00:00","2023-11-27 00:00:00","3 Main St",NULL,Tokyo,Japan,"Mobile App"
0695ef1e_ren.6165202308_7d818,0695ef1e_ren.6165202308,"2023-01-17 00:00:00",Pending,"Bank Transfer",40.25,8.31,46.32,"2023-01-22 00:00:00","2023-01-20 00:00:00","80 Main St",NULL,Tokyo,Japan,"Social Media"
0695ef1e_ren.6165202308_87e9b,0695ef1e_ren.6165202308,"2023-05-08 00:00:00",Cancelled,PayPal,21.26,8.49,9.37,"2023-05-15 00:00:00","2023-05-22 00:00:00","81 Main St",NULL,Tokyo,Japan,"Social Media"
0695ef1e_ren.6165202308_a076c,0695ef1e_ren.6165202308,"2023-09-30 00:00:00",Pending,"Credit Card",5.89,13.02,26.43,"2023-10-02 00:00:00","2023-10-13 00:00:00","55 Main St",NULL,Tokyo,Japan,Website
0695ef1e_ren.6165202308_a2e13,0695ef1e_ren.6165202308,"2023-01-23 00:00:00",Shipped,"Credit Card",34.26,10.53,10.75,"2023-01-27 00:00:00","2023-01-31 00:00:00","42 Main St",NULL,Tokyo,Japan,Website
0695ef1e_ren.6165202308_a97e2,0695ef1e_ren.6165202308,"2023-01-15 00:00:00",Cancelled,"Bank Transfer",28.12,19.00,24.20,"2023-01-21 00:00:00","2023-01-29 00:00:00","97 Main St",NULL,Tokyo,Japan,"Social Media"
0695ef1e_ren.6165202308_b1f2e,0695ef1e_ren.6165202308,"2023-04-24 00:00:00",Pending,"Cash on Delivery",25.65,11.36,29.49,"2023-04-30 00:00:00","2023-04-27 00:00:00","49 Main St",NULL,Tokyo,Japan,Website
0695ef1e_ren.6165202308_bf796,0695ef1e_ren.6165202308,"2024-01-07 00:00:00",Pending,"Credit Card",0.49,14.77,42.57,"2024-01-12 00:00:00","2024-01-13 00:00:00","92 Main St",NULL,Tokyo,Japan,"Social Media"
0695ef1e_ren.6165202308_cada9,0695ef1e_ren.6165202308,"2023-06-22 00:00:00",Delivered,"Credit Card",36.37,13.24,28.68,"2023-06-24 00:00:00","2023-07-02 00:00:00","2 Main St",NULL,Tokyo,Japan,"Mobile App"
0695ef1e_ren.6165202308_ea7ab,0695ef1e_ren.6165202308,"2023-10-07 00:00:00",Delivered,"Bank Transfer",17.39,12.28,9.86,"2023-10-09 00:00:00","2023-10-20 00:00:00","27 Main St",NULL,Tokyo,Japan,Website
06fb2296_nusr5441202303_1511b,06fb2296_nusr5441202303,"2023-01-17 00:00:00",Returned,"Credit Card",2.79,7.28,36.95,"2023-01-22 00:00:00","2023-01-29 00:00:00","73 Main St",NULL,Sylhet,Bangladesh,"Social Media"
06fb2296_nusr5441202303_1ec5d,06fb2296_nusr5441202303,"2023-12-07 00:00:00",Pending,"Bank Transfer",25.10,15.73,48.93,"2023-12-14 00:00:00","2023-12-15 00:00:00","13 Main St",NULL,Sylhet,Bangladesh,Website
06fb2296_nusr5441202303_279c2,06fb2296_nusr5441202303,"2023-12-25 00:00:00",Returned,"Credit Card",44.72,15.84,31.64,"2023-12-31 00:00:00","2024-01-06 00:00:00","33 Main St",NULL,Sylhet,Bangladesh,"Mobile App"
06fb2296_nusr5441202303_3c267,06fb2296_nusr5441202303,"2024-04-18 00:00:00",Cancelled,PayPal,7.16,15.57,18.31,"2024-04-22 00:00:00","2024-04-26 00:00:00","73 Main St",NULL,Sylhet,Bangladesh,Website
06fb2296_nusr5441202303_3e684,06fb2296_nusr5441202303,"2024-03-10 00:00:00",Returned,PayPal,45.45,17.63,39.05,"2024-03-17 00:00:00","2024-03-17 00:00:00","88 Main St",NULL,Sylhet,Bangladesh,"Social Media"
06fb2296_nusr5441202303_4a0e1,06fb2296_nusr5441202303,"2023-08-12 00:00:00",Cancelled,"Credit Card",21.82,18.50,40.07,"2023-08-13 00:00:00","2023-08-24 00:00:00","24 Main St",NULL,Sylhet,Bangladesh,"Social Media"
06fb2296_nusr5441202303_6c1a9,06fb2296_nusr5441202303,"2023-08-04 00:00:00",Cancelled,"Credit Card",25.43,11.48,12.96,"2023-08-07 00:00:00","2023-08-08 00:00:00","47 Main St",NULL,Sylhet,Bangladesh,"Mobile App"
06fb2296_nusr5441202303_8d87f,06fb2296_nusr5441202303,"2023-01-06 00:00:00",Pending,"Cash on Delivery",3.29,12.46,22.16,"2023-01-08 00:00:00","2023-01-12 00:00:00","9 Main St",NULL,Sylhet,Bangladesh,"Social Media"
06fb2296_nusr5441202303_ec216,06fb2296_nusr5441202303,"2024-03-08 00:00:00",Pending,"Credit Card",37.64,6.02,24.33,"2024-03-11 00:00:00","2024-03-20 00:00:00","76 Main St",NULL,Sylhet,Bangladesh,"Mobile App"
06fb2296_nusr5441202303_f7110,06fb2296_nusr5441202303,"2023-05-18 00:00:00",Shipped,"Cash on Delivery",11.49,13.62,23.80,"2023-05-19 00:00:00","2023-05-27 00:00:00","77 Main St",NULL,Sylhet,Bangladesh,"Mobile App"
07065e3a_mich6436202302_0f903,07065e3a_mich6436202302,"2023-08-29 00:00:00",Pending,PayPal,40.53,5.24,6.41,"2023-09-04 00:00:00","2023-09-05 00:00:00","77 Main St",NULL,"New York",USA,"Mobile App"
07065e3a_mich6436202302_23ab0,07065e3a_mich6436202302,"2023-02-09 00:00:00",Pending,"Credit Card",10.43,5.26,11.09,"2023-02-13 00:00:00","2023-02-17 00:00:00","52 Main St",NULL,"New York",USA,Website
07065e3a_mich6436202302_43406,07065e3a_mich6436202302,"2024-04-02 00:00:00",Pending,"Bank Transfer",4.88,15.60,21.05,"2024-04-07 00:00:00","2024-04-14 00:00:00","71 Main St",NULL,"New York",USA,Website
07065e3a_mich6436202302_5226e,07065e3a_mich6436202302,"2024-04-21 00:00:00",Pending,"Credit Card",45.62,8.63,23.08,"2024-04-27 00:00:00","2024-05-01 00:00:00","76 Main St",NULL,"New York",USA,"Mobile App"
07065e3a_mich6436202302_577e2,07065e3a_mich6436202302,"2023-12-02 00:00:00",Pending,PayPal,13.69,7.40,12.82,"2023-12-07 00:00:00","2023-12-12 00:00:00","36 Main St",NULL,"New York",USA,Website
07065e3a_mich6436202302_69fb3,07065e3a_mich6436202302,"2023-04-17 00:00:00",Cancelled,"Credit Card",44.81,6.14,9.61,"2023-04-24 00:00:00","2023-05-01 00:00:00","39 Main St",NULL,"New York",USA,"Mobile App"
07065e3a_mich6436202302_71355,07065e3a_mich6436202302,"2023-08-28 00:00:00",Returned,"Cash on Delivery",11.43,8.78,23.11,"2023-09-03 00:00:00","2023-09-05 00:00:00","35 Main St",NULL,"New York",USA,Website
07065e3a_mich6436202302_85c25,07065e3a_mich6436202302,"2024-01-16 00:00:00",Returned,"Credit Card",6.90,19.95,45.71,"2024-01-23 00:00:00","2024-01-25 00:00:00","60 Main St",NULL,"New York",USA,"Mobile App"
07065e3a_mich6436202302_d079b,07065e3a_mich6436202302,"2024-03-06 00:00:00",Pending,"Bank Transfer",25.09,8.88,47.45,"2024-03-11 00:00:00","2024-03-18 00:00:00","69 Main St",NULL,"New York",USA,"Mobile App"
07065e3a_mich6436202302_d84b5,07065e3a_mich6436202302,"2023-12-01 00:00:00",Cancelled,"Bank Transfer",4.55,18.58,32.60,"2023-12-06 00:00:00","2023-12-07 00:00:00","17 Main St",NULL,"New York",USA,"Social Media"
07065e3a_mich6436202302_dbe6a,07065e3a_mich6436202302,"2023-11-25 00:00:00",Delivered,"Credit Card",32.51,13.71,19.42,"2023-11-27 00:00:00","2023-12-03 00:00:00","2 Main St",NULL,"New York",USA,"Social Media"
07065e3a_mich6436202302_ef4fc,07065e3a_mich6436202302,"2024-01-22 00:00:00",Returned,"Cash on Delivery",44.33,15.73,29.43,"2024-01-25 00:00:00","2024-01-25 00:00:00","3 Main St",NULL,"New York",USA,"Social Media"
07065e3a_mich6436202302_f9316,07065e3a_mich6436202302,"2023-07-27 00:00:00",Returned,PayPal,38.70,11.04,9.70,"2023-07-29 00:00:00","2023-08-10 00:00:00","5 Main St",NULL,"New York",USA,Website
070bb123_isla9288202209_1586b,070bb123_isla9288202209,"2023-05-29 00:00:00",Cancelled,"Bank Transfer",22.20,6.30,44.59,"2023-06-02 00:00:00","2023-06-02 00:00:00","70 Main St",NULL,"New South Wales",Australia,"Social Media"
070bb123_isla9288202209_180f8,070bb123_isla9288202209,"2023-12-27 00:00:00",Delivered,PayPal,3.11,16.11,9.75,"2024-01-02 00:00:00","2024-01-07 00:00:00","15 Main St",NULL,"New South Wales",Australia,"Mobile App"
070bb123_isla9288202209_241c9,070bb123_isla9288202209,"2023-04-27 00:00:00",Pending,"Cash on Delivery",12.37,7.93,38.10,"2023-05-03 00:00:00","2023-05-08 00:00:00","54 Main St",NULL,"New South Wales",Australia,Website
070bb123_isla9288202209_33e63,070bb123_isla9288202209,"2023-11-01 00:00:00",Pending,"Credit Card",18.17,5.33,36.17,"2023-11-08 00:00:00","2023-11-15 00:00:00","95 Main St",NULL,"New South Wales",Australia,"Mobile App"
070bb123_isla9288202209_50181,070bb123_isla9288202209,"2023-06-04 00:00:00",Cancelled,"Bank Transfer",19.04,7.78,43.08,"2023-06-11 00:00:00","2023-06-10 00:00:00","35 Main St",NULL,"New South Wales",Australia,Website
070bb123_isla9288202209_58258,070bb123_isla9288202209,"2023-03-22 00:00:00",Cancelled,"Cash on Delivery",22.01,7.93,7.99,"2023-03-29 00:00:00","2023-04-01 00:00:00","88 Main St",NULL,"New South Wales",Australia,Website
070bb123_isla9288202209_650b4,070bb123_isla9288202209,"2023-02-03 00:00:00",Pending,PayPal,36.77,10.33,32.17,"2023-02-10 00:00:00","2023-02-07 00:00:00","57 Main St",NULL,"New South Wales",Australia,"Mobile App"
070bb123_isla9288202209_7756e,070bb123_isla9288202209,"2024-01-23 00:00:00",Shipped,PayPal,7.09,16.22,40.28,"2024-01-24 00:00:00","2024-02-01 00:00:00","71 Main St",NULL,"New South Wales",Australia,Website
070bb123_isla9288202209_a342d,070bb123_isla9288202209,"2023-01-20 00:00:00",Delivered,"Bank Transfer",31.21,15.58,20.17,"2023-01-26 00:00:00","2023-01-25 00:00:00","71 Main St",NULL,"New South Wales",Australia,"Mobile App"
070bb123_isla9288202209_a6f65,070bb123_isla9288202209,"2023-08-26 00:00:00",Pending,"Cash on Delivery",19.17,19.15,21.41,"2023-08-29 00:00:00","2023-09-09 00:00:00","28 Main St",NULL,"New South Wales",Australia,Website
070bb123_isla9288202209_c4e6b,070bb123_isla9288202209,"2024-01-16 00:00:00",Returned,"Cash on Delivery",44.67,13.94,49.16,"2024-01-23 00:00:00","2024-01-26 00:00:00","91 Main St",NULL,"New South Wales",Australia,Website
070bb123_isla9288202209_de409,070bb123_isla9288202209,"2023-09-24 00:00:00",Delivered,"Bank Transfer",20.28,8.55,28.33,"2023-09-26 00:00:00","2023-10-06 00:00:00","91 Main St",NULL,"New South Wales",Australia,Website
070bb123_isla9288202209_e7ec7,070bb123_isla9288202209,"2024-04-09 00:00:00",Cancelled,"Bank Transfer",46.93,12.36,34.30,"2024-04-13 00:00:00","2024-04-20 00:00:00","97 Main St",NULL,"New South Wales",Australia,Website
070bb123_isla9288202209_ed3ac,070bb123_isla9288202209,"2024-03-08 00:00:00",Cancelled,"Credit Card",17.96,6.92,11.00,"2024-03-11 00:00:00","2024-03-15 00:00:00","30 Main St",NULL,"New South Wales",Australia,"Mobile App"
0712368e_saku2455202209_19fd9,0712368e_saku2455202209,"2023-05-22 00:00:00",Returned,"Bank Transfer",23.86,10.49,24.63,"2023-05-28 00:00:00","2023-06-02 00:00:00","71 Main St",NULL,Hiroshima,Japan,"Social Media"
0712368e_saku2455202209_27ddd,0712368e_saku2455202209,"2023-06-23 00:00:00",Returned,PayPal,2.69,19.80,21.81,"2023-06-30 00:00:00","2023-07-03 00:00:00","58 Main St",NULL,Hiroshima,Japan,Website
0712368e_saku2455202209_392dc,0712368e_saku2455202209,"2023-03-29 00:00:00",Delivered,"Credit Card",48.70,5.21,44.25,"2023-04-02 00:00:00","2023-04-08 00:00:00","56 Main St",NULL,Hiroshima,Japan,Website
0712368e_saku2455202209_47e27,0712368e_saku2455202209,"2024-03-18 00:00:00",Pending,"Cash on Delivery",28.54,12.35,33.78,"2024-03-24 00:00:00","2024-03-23 00:00:00","72 Main St",NULL,Hiroshima,Japan,"Mobile App"
0712368e_saku2455202209_74821,0712368e_saku2455202209,"2023-08-23 00:00:00",Cancelled,"Cash on Delivery",15.15,9.32,17.85,"2023-08-29 00:00:00","2023-08-30 00:00:00","55 Main St",NULL,Hiroshima,Japan,"Mobile App"
0712368e_saku2455202209_7c69f,0712368e_saku2455202209,"2023-10-13 00:00:00",Delivered,"Bank Transfer",12.42,17.54,17.80,"2023-10-17 00:00:00","2023-10-17 00:00:00","26 Main St",NULL,Hiroshima,Japan,"Social Media"
0712368e_saku2455202209_80b95,0712368e_saku2455202209,"2024-03-15 00:00:00",Pending,"Bank Transfer",10.11,11.29,27.17,"2024-03-19 00:00:00","2024-03-18 00:00:00","74 Main St",NULL,Hiroshima,Japan,Website
0712368e_saku2455202209_c9ebb,0712368e_saku2455202209,"2023-12-09 00:00:00",Cancelled,PayPal,22.22,8.65,5.25,"2023-12-11 00:00:00","2023-12-13 00:00:00","70 Main St",NULL,Hiroshima,Japan,"Mobile App"
07193bcc_haru1477202301_0dde9,07193bcc_haru1477202301,"2024-04-22 00:00:00",Shipped,"Bank Transfer",46.08,14.08,33.09,"2024-04-28 00:00:00","2024-05-03 00:00:00","16 Main St",NULL,Fukuoka,Japan,"Mobile App"
07193bcc_haru1477202301_1c08e,07193bcc_haru1477202301,"2023-01-10 00:00:00",Returned,"Cash on Delivery",16.42,16.99,46.73,"2023-01-17 00:00:00","2023-01-16 00:00:00","66 Main St",NULL,Fukuoka,Japan,"Mobile App"
07193bcc_haru1477202301_1c344,07193bcc_haru1477202301,"2023-07-11 00:00:00",Shipped,PayPal,44.48,13.66,32.91,"2023-07-16 00:00:00","2023-07-20 00:00:00","35 Main St",NULL,Fukuoka,Japan,Website
07193bcc_haru1477202301_242e0,07193bcc_haru1477202301,"2024-04-15 00:00:00",Shipped,"Cash on Delivery",16.81,15.32,10.52,"2024-04-16 00:00:00","2024-04-18 00:00:00","13 Main St",NULL,Fukuoka,Japan,"Social Media"
07193bcc_haru1477202301_2c989,07193bcc_haru1477202301,"2023-04-24 00:00:00",Pending,"Cash on Delivery",46.14,5.92,18.54,"2023-04-29 00:00:00","2023-05-07 00:00:00","47 Main St",NULL,Fukuoka,Japan,"Mobile App"
07193bcc_haru1477202301_4105d,07193bcc_haru1477202301,"2023-09-21 00:00:00",Delivered,"Cash on Delivery",9.83,9.13,39.85,"2023-09-27 00:00:00","2023-09-30 00:00:00","15 Main St",NULL,Fukuoka,Japan,Website
07193bcc_haru1477202301_59aac,07193bcc_haru1477202301,"2023-01-05 00:00:00",Shipped,"Cash on Delivery",14.26,14.63,23.66,"2023-01-07 00:00:00","2023-01-16 00:00:00","86 Main St",NULL,Fukuoka,Japan,"Mobile App"
07193bcc_haru1477202301_6595e,07193bcc_haru1477202301,"2023-04-30 00:00:00",Returned,"Cash on Delivery",7.67,9.09,28.88,"2023-05-03 00:00:00","2023-05-06 00:00:00","79 Main St",NULL,Fukuoka,Japan,"Social Media"
07193bcc_haru1477202301_89083,07193bcc_haru1477202301,"2023-11-26 00:00:00",Shipped,"Credit Card",34.36,5.91,48.07,"2023-11-27 00:00:00","2023-12-09 00:00:00","95 Main St",NULL,Fukuoka,Japan,"Mobile App"
07193bcc_haru1477202301_90c4a,07193bcc_haru1477202301,"2023-03-03 00:00:00",Returned,"Credit Card",42.31,13.54,20.78,"2023-03-08 00:00:00","2023-03-10 00:00:00","18 Main St",NULL,Fukuoka,Japan,"Mobile App"
07193bcc_haru1477202301_a7c8c,07193bcc_haru1477202301,"2024-02-07 00:00:00",Delivered,"Credit Card",47.75,15.31,33.46,"2024-02-08 00:00:00","2024-02-17 00:00:00","72 Main St",NULL,Fukuoka,Japan,"Mobile App"
07193bcc_haru1477202301_c7952,07193bcc_haru1477202301,"2024-04-26 00:00:00",Shipped,PayPal,41.12,19.38,7.78,"2024-04-30 00:00:00","2024-05-09 00:00:00","39 Main St",NULL,Fukuoka,Japan,"Mobile App"
07193bcc_haru1477202301_d3883,07193bcc_haru1477202301,"2023-08-31 00:00:00",Returned,"Bank Transfer",7.33,11.54,9.34,"2023-09-01 00:00:00","2023-09-05 00:00:00","39 Main St",NULL,Fukuoka,Japan,"Social Media"
07193bcc_haru1477202301_e0ffe,07193bcc_haru1477202301,"2023-01-03 00:00:00",Cancelled,PayPal,49.73,5.15,49.31,"2023-01-09 00:00:00","2023-01-06 00:00:00","43 Main St",NULL,Fukuoka,Japan,"Mobile App"
07193bcc_haru1477202301_e3235,07193bcc_haru1477202301,"2023-06-15 00:00:00",Cancelled,"Cash on Delivery",47.17,5.44,25.69,"2023-06-22 00:00:00","2023-06-29 00:00:00","23 Main St",NULL,Fukuoka,Japan,Website
07193bcc_haru1477202301_f7935,07193bcc_haru1477202301,"2023-01-15 00:00:00",Shipped,"Bank Transfer",5.32,15.85,11.81,"2023-01-22 00:00:00","2023-01-26 00:00:00","66 Main St",NULL,Fukuoka,Japan,Website
078c5b6d_will2620202212_009a5,078c5b6d_will2620202212,"2023-04-25 00:00:00",Cancelled,PayPal,11.55,17.93,19.42,"2023-04-28 00:00:00","2023-05-02 00:00:00","22 Main St",NULL,Tasmania,Australia,Website
078c5b6d_will2620202212_6332d,078c5b6d_will2620202212,"2023-05-14 00:00:00",Pending,"Credit Card",1.00,11.53,5.82,"2023-05-20 00:00:00","2023-05-27 00:00:00","5 Main St",NULL,Tasmania,Australia,"Mobile App"
078c5b6d_will2620202212_9d8fc,078c5b6d_will2620202212,"2023-06-08 00:00:00",Returned,PayPal,49.64,11.50,9.60,"2023-06-12 00:00:00","2023-06-18 00:00:00","27 Main St",NULL,Tasmania,Australia,"Mobile App"
078c5b6d_will2620202212_a2afd,078c5b6d_will2620202212,"2023-09-27 00:00:00",Cancelled,PayPal,26.36,7.63,31.05,"2023-09-29 00:00:00","2023-10-03 00:00:00","22 Main St",NULL,Tasmania,Australia,"Social Media"
078c5b6d_will2620202212_c478a,078c5b6d_will2620202212,"2023-09-09 00:00:00",Cancelled,"Cash on Delivery",12.42,5.41,41.80,"2023-09-12 00:00:00","2023-09-19 00:00:00","44 Main St",NULL,Tasmania,Australia,Website
078c5b6d_will2620202212_c5fa6,078c5b6d_will2620202212,"2023-07-11 00:00:00",Delivered,"Bank Transfer",44.87,6.23,16.03,"2023-07-18 00:00:00","2023-07-24 00:00:00","21 Main St",NULL,Tasmania,Australia,"Mobile App"
078c5b6d_will2620202212_d3723,078c5b6d_will2620202212,"2023-10-18 00:00:00",Returned,"Credit Card",22.72,6.90,21.60,"2023-10-19 00:00:00","2023-10-23 00:00:00","15 Main St",NULL,Tasmania,Australia,Website
078c5b6d_will2620202212_d425f,078c5b6d_will2620202212,"2023-05-06 00:00:00",Shipped,"Credit Card",11.05,8.87,28.48,"2023-05-08 00:00:00","2023-05-20 00:00:00","79 Main St",NULL,Tasmania,Australia,"Social Media"
078c5b6d_will2620202212_f6df0,078c5b6d_will2620202212,"2023-04-10 00:00:00",Returned,"Bank Transfer",12.92,12.15,26.48,"2023-04-16 00:00:00","2023-04-24 00:00:00","91 Main St",NULL,Tasmania,Australia,"Social Media"
07a7ca90_priy7078202208_0ad84,07a7ca90_priy7078202208,"2024-04-27 00:00:00",Pending,"Bank Transfer",24.75,6.69,40.07,"2024-04-30 00:00:00","2024-05-01 00:00:00","43 Main St",NULL,"Tamil Nadu",India,"Mobile App"
07a7ca90_priy7078202208_10b48,07a7ca90_priy7078202208,"2023-01-03 00:00:00",Pending,"Bank Transfer",39.39,11.03,9.47,"2023-01-04 00:00:00","2023-01-11 00:00:00","91 Main St",NULL,"Tamil Nadu",India,Website
07a7ca90_priy7078202208_14ef8,07a7ca90_priy7078202208,"2024-04-19 00:00:00",Cancelled,"Bank Transfer",23.43,5.25,37.99,"2024-04-22 00:00:00","2024-04-27 00:00:00","9 Main St",NULL,"Tamil Nadu",India,"Social Media"
07a7ca90_priy7078202208_1ed6e,07a7ca90_priy7078202208,"2024-01-12 00:00:00",Cancelled,PayPal,25.77,18.33,22.26,"2024-01-18 00:00:00","2024-01-19 00:00:00","54 Main St",NULL,"Tamil Nadu",India,"Social Media"
07a7ca90_priy7078202208_2464f,07a7ca90_priy7078202208,"2023-01-22 00:00:00",Pending,"Bank Transfer",20.36,14.56,14.27,"2023-01-29 00:00:00","2023-01-26 00:00:00","2 Main St",NULL,"Tamil Nadu",India,Website
07a7ca90_priy7078202208_2d91a,07a7ca90_priy7078202208,"2024-04-11 00:00:00",Returned,"Credit Card",16.78,14.55,48.06,"2024-04-13 00:00:00","2024-04-20 00:00:00","3 Main St",NULL,"Tamil Nadu",India,"Social Media"
07a7ca90_priy7078202208_36030,07a7ca90_priy7078202208,"2023-07-28 00:00:00",Returned,"Cash on Delivery",19.56,8.69,12.73,"2023-08-03 00:00:00","2023-08-10 00:00:00","72 Main St",NULL,"Tamil Nadu",India,"Social Media"
07a7ca90_priy7078202208_486b2,07a7ca90_priy7078202208,"2023-03-18 00:00:00",Cancelled,"Cash on Delivery",44.71,16.18,43.99,"2023-03-20 00:00:00","2023-04-01 00:00:00","41 Main St",NULL,"Tamil Nadu",India,Website
07a7ca90_priy7078202208_62eff,07a7ca90_priy7078202208,"2024-04-20 00:00:00",Returned,"Credit Card",21.52,17.60,20.39,"2024-04-23 00:00:00","2024-04-25 00:00:00","78 Main St",NULL,"Tamil Nadu",India,"Social Media"
07a7ca90_priy7078202208_9bc12,07a7ca90_priy7078202208,"2024-01-13 00:00:00",Cancelled,"Bank Transfer",33.53,8.26,11.35,"2024-01-17 00:00:00","2024-01-26 00:00:00","29 Main St",NULL,"Tamil Nadu",India,"Social Media"
07a7ca90_priy7078202208_9e020,07a7ca90_priy7078202208,"2023-06-17 00:00:00",Returned,"Credit Card",39.32,17.69,26.40,"2023-06-19 00:00:00","2023-06-20 00:00:00","26 Main St",NULL,"Tamil Nadu",India,Website
07a7ca90_priy7078202208_c28c1,07a7ca90_priy7078202208,"2024-03-22 00:00:00",Pending,"Bank Transfer",21.96,16.41,25.63,"2024-03-25 00:00:00","2024-04-05 00:00:00","23 Main St",NULL,"Tamil Nadu",India,Website
